Year,Mo,Dy,Hr,Mn,Sec,Tsu,Vol,Location Name,Latitude,Longitude,Focal Depth (km),Mag,MMI Int,Deaths,Missing,Injuries,Damage ($Mil),Houses Destroyed,Houses Damaged,Total Deaths,Total Missing,Total Injuries,Total Damage ($Mil),Total Houses Destroyed,Total Houses Damaged
1866,2,6,NA,NA,NA,951,NA,"GREECE:  IONIAN SEA, AMALIAS, GARGALIANOI, KALAMAI",36,23,NA,6.8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866,12,4,NA,NA,0,NA,NA,ALBANIA,40.1,20.1,NA,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1867,2,4,4,19,NA,3446,NA,GREECE:  CEPHALONIA,38.39,20.52,NA,7.4,10,223,NA,NA,NA,3200,2600,223,NA,NA,NA,3200,2600
1867,3,7,14,NA,NA,2321,NA,GREECE: MITILINI,39.2,26.4,NA,7,NA,563,NA,NA,NA,5915,5500,563,NA,NA,NA,5915,5500
1867,3,7,14,NA,NA,2321,NA,  TURKEY: IZMIR,39.2,26.4,NA,7,NA,563,NA,NA,NA,5915,5500,563,NA,NA,NA,5915,5500
1867,9,20,3,15,NA,965,NA,GREECE:  PENINSULA OF MAINA (LACONIA),36.4,22.2,NA,7.1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1867,11,18,18,45,NA,966,NA,VIRGIN ISLANDS,18.2,-65,33,7.3,10,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA
1867,12,18,NA,NA,NA,967,NA,TAIWAN:  CHILUNG (KEELUNG),25.34,121.91,NA,7,NA,NA,NA,NA,NA,NA,NA,580,NA,NA,NA,NA,NA
1868,4,3,2,24,NA,971,3423,HAWAII:  SE OF,19,-155.5,NA,7.9,10,31,NA,NA,NA,46,NA,77,NA,NA,NA,NA,NA
1868,4,3,21,15,0,NA,NA,UZBEKISTAN:  TASHKENT,41.2,69.6,18,6.5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868,4,3,21,15,0,NA,NA, KAZAKHSTAN:  TURKESTAN,41.2,69.6,18,6.5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868,4,23,NA,NA,0,NA,NA,TURKEY:  ERZURUM,40,41.7,NA,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868,6,30,NA,NA,0,NA,NA,BANGLADESH:  SYLHET,24.5,91.5,NA,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868,8,13,21,30,NA,983,NA,CHILE:  ARICA,-18.6,-71,25,8.5,11,25000,NA,NA,NA,NA,NA,25000,NA,NA,300,NA,NA
1868,8,14,1,30,NA,5484,NA,CHILE:  ARICA,-18.6,-71,NA,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868,8,15,19,30,NA,NA,NA,"ECUADOR:  EL ANGEL, CONCEPCION",0.81,-77.72,NA,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868,8,16,6,30,NA,NA,NA,"ECUADOR:  GUAYAQUIL,IBARRA",0.31,-78.18,20,7.7,10,70000,NA,NA,NA,NA,NA,70000,NA,NA,NA,NA,NA
1868,8,16,6,30,NA,NA,NA, COLOMBIA:  SAN PABLO,0.31,-78.18,20,7.7,10,70000,NA,NA,NA,NA,NA,70000,NA,NA,NA,NA,NA
1868,10,18,17,NA,0,NA,NA,GEORGIA:  SPASK,41.2,43.8,15,4.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868,10,21,15,53,0,993,NA,"CALIFORNIA:  HAYWARD,SAN FRANCISCO",37.7,-122.1,NA,6.8,9,30,NA,NA,0.35,NA,NA,30,NA,NA,0.35,NA,NA
1868,10,30,NA,NA,NA,NA,NA,CHINA:  ANHUI PROVINCE,32.4,117.8,NA,5.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1869,7,7,NA,NA,NA,NA,NA,NEPAL:  KATHMANDU,27.7,85.3,NA,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1869,8,16,7,0,NA,1006,NA,PHILIPPINES:  MASBATE ISLAND,12.5,123.5,NA,7,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1869,8,21,16,40,NA,5408,NA,CHILE:  IQUIQUE,-21,-70,NA,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1869,8,24,17,10,NA,1010,NA,"CHILE:  IQUIQUE, PICA",-19.6,-70.23,30,7.5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1869,8,24,17,10,NA,1010,NA, PERU:  TACNA,-19.6,-70.23,30,7.5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1869,10,11,11,10,NA,2294,NA,"UKRAINE:  CRIMEA:  SUDAK, FEODOSIA",44.75,35,18,5.6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1869,12,1,19,55,NA,NA,NA,"TURKEY:  GULF OF KERAMOS, MENTESE",37,28,NA,7.5,10,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
1870,4,11,NA,NA,NA,NA,NA,CHINA:  SICHUAN PROVINCE:  BATANG,30,99,NA,7.3,10,2300,NA,NA,NA,NA,NA,2300,NA,NA,NA,NA,NA
1870,5,11,NA,NA,NA,2330,NA,"MEXICO:  OAXACA,ZANAGUIA,SAN FRANCISCO OZOLOTEPEC",15.4,-96.3,NA,7.9,NA,24,NA,20,NA,NA,NA,24,NA,20,NA,NA,NA
1870,8,1,0,45,NA,3420,NA,GREECE:  ITEA DELPHI (PHOKIS),38.5,22.5,NA,7,10,100,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
1870,9,30,23,NA,0,NA,NA,GREECE,38.5,22.5,NA,7.5,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1871,2,20,8,41,NA,1019,NA,HAWAIIAN ISLANDS,20.7,-157,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1871,3,2,21,5,NA,NA,NA,CALIFORNIA:  HUMBOLDT COUNTY,40.4,-124.2,NA,5.9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1871,3,25,NA,NA,NA,1023,NA,CHILE:  CENTRAL,-35,-72.5,NA,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1871,10,5,9,NA,NA,1029,NA,CHILE,-20.2,-70.2,NA,7.3,10,NA,NA,NA,NA,101,NA,NA,NA,NA,NA,101,NA
1871,12,23,NA,NA,0,NA,NA,IRAN:  QUCHAN,37.3,58.3,15,5.6,7,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1872,1,6,NA,NA,0,NA,NA,IRAN:  QUCHAN,37.3,58.3,15,6.3,7,4000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1872,1,10,NA,NA,NA,1034,NA,PERU:  AREQUIPA,-16.4,-71.5,NA,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1872,1,26,NA,NA,NA,1037,NA,PHILIPPINES:  AGNO,16,119,NA,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1872,1,28,7,NA,NA,NA,NA,AZERBAIJAN:  SHEMAKHA (SEMACHA),40.6,48.7,7,5.7,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1872,3,14,8,20,NA,1038,NA,JAPAN:  HONSHU:  SW,34.9,132,NA,7.4,NA,804,NA,200,NA,5796,NA,804,NA,200,NA,5796,NA
1872,3,26,10,30,NA,1039,NA,CALIFORNIA:  OWENS VALLEY,36.7,-118.1,NA,7.8,10,27,NA,56,0.25,52,NA,27,NA,56,0.25,52,NA
1872,4,3,5,45,NA,5821,NA,"TURKEY:  ANTAKYA (ANTIOCH), SUEDIJE",36.2,36.2,NA,7.3,10,1800,NA,NA,NA,NA,NA,1800,NA,NA,NA,NA,NA
1872,4,14,23,NA,0,NA,NA,GHANA:  ACCRA,5.5,-0.4,NA,4.9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1872,12,26,13,40,0,NA,NA,"UKRAINE:  CARPATHIANS:  DOLGE, MARAMOROSH PROVINCE",48.4,23.3,5,4.3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873,11,23,5,9,NA,1055,NA,CALIFORNIA:  NORTHERN,42,-124,NA,6.7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873,NA,NA,NA,NA,NA,1049,NA,PAPUA NEW GUINEA:  MACLAY COAST,-5.5,146,NA,8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874,5,4,NA,NA,0,NA,NA,"TURKEY:  KEBAN,MADEN",38.8,38.8,NA,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874,8,18,2,30,0,NA,NA,VENEZUELA:  PILAR,10.5,-63.1,16,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1875,2,11,NA,NA,NA,NA,NA,MEXICO:  SAN CRISTOBAL DE LA BARRANCA,20.7,-103.4,NA,7.5,NA,25,NA,25,NA,NA,NA,25,NA,25,NA,NA,NA
1875,2,24,NA,NA,NA,1061,NA,S. MEXICO,20,-105,NA,6.5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1875,3,9,NA,NA,NA,5895,NA,"MEXICO:  GUADALAJARA, MEXICO CITY",19.4,-104.6,NA,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1875,3,28,NA,NA,NA,1062,NA,NEW CALEDONIA:  LOYALTY ISLANDS:  LIFOU ISLAND,-20,168.5,NA,8,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA
1875,5,3,NA,NA,NA,NA,NA,"TURKEY:  CAPALI, DINAR, CIVRIL, YAKA",38.1,30.2,NA,7.3,10,1300,NA,NA,NA,1000,NA,1300,NA,NA,NA,1000,NA
1875,5,10,NA,NA,NA,1063,NA,VANUATU ISLANDS,-18.5,168,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1875,5,11,NA,NA,NA,NA,NA,TURKEY,38.7,29.4,NA,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1875,5,18,16,25,NA,NA,NA,"COLOMBIA:  CUCUTA,SAN CAYETANO,VILLA DEL ROSARIO",7.9,-72.5,20,7.5,10,1001,NA,NA,NA,NA,NA,1001,NA,NA,NA,NA,NA
1875,7,25,4,28,NA,NA,NA,UKRAINE:  CRIMEA:  SEBASTOPOL,44.5,33.4,9,5.2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1875,7,25,NA,NA,NA,5840,NA,UKRAINE:  CRIMEA:  SEBASTOPOL,44.5,33.3,NA,5.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1875,11,2,NA,NA,NA,NA,NA,"ETHIOPIA:  ERITREA, TIGRAY",16,38.5,NA,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1875,NA,NA,NA,NA,NA,1059,NA,PAPUA NEW GUINEA:  MACLAY COAST,-6,147,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1876,5,28,NA,NA,NA,1064,NA,"INDONESIA:  BURU ISLAND, CERAM SEA",-3,127.25,50,6.8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1876,8,5,NA,NA,NA,NA,NA,CHINA:  YUNNAN PROVINCE,25.4,99.4,NA,6,8,NA,NA,60,NA,NA,NA,NA,NA,60,NA,NA,NA
1877,5,10,0,59,NA,1075,NA,CHILE:  OFF NORTH COAST,-21.5,-70.5,40,8.3,11,103,NA,NA,1.6,NA,NA,2385,NA,NA,NA,NA,NA
1878,1,10,NA,NA,NA,1086,NA,VANUATU:  TANNA ISLAND,-19,168.5,NA,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1878,1,23,12,5,NA,1090,NA,CHILE:  TARAPACA,-19.92,-70.335,40,7.9,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1878,2,11,NA,NA,NA,1096,5664,VANUATU ISLANDS,-19,168.5,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1878,4,12,0,41,0,NA,NA,"VENEZUELA:  CUA, CHARALLAVE, SAN DIEGO",10.3,-66.8,13,5.9,9,400,NA,NA,NA,NA,NA,400,NA,NA,NA,NA,NA
1878,4,19,7,NA,NA,2322,NA,"TURKEY:  IZMIT, ESME, LABINIA",40.7,29.7,NA,6.6,9,40,NA,500,NA,NA,NA,40,NA,500,NA,NA,NA
1878,8,7,NA,NA,NA,NA,NA,CHINA:  YUNNAN PROVINCE,27.7,100.8,NA,5.5,7,70,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA
1879,2,11,6,NA,0,NA,NA,COTE D'IVOIRE:  ABIDJAN,6.5,-3.3,NA,5.7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1879,3,22,0,NA,NA,NA,NA,"IRAN:  BOZQUSH, ARDABIL, GAMRUD, TARK, MANAN",37.8,47.9,NA,6.7,9,2000,NA,NA,NA,NA,NA,2000,NA,NA,NA,NA,NA
1879,4,2,NA,NA,0,NA,NA,IRAN:  BOJNURD,37.5,57.4,15,6.7,9,700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1879,7,1,NA,NA,NA,NA,NA,CHINA:  GANSU PROVINCE,33.2,104.7,NA,8,11,22000,NA,NA,NA,NA,NA,22000,NA,NA,NA,NA,NA
1879,7,11,18,NA,NA,3644,NA,EGYPT:  GULF OF SUEZ,29,33,NA,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1880,1,23,4,39,NA,NA,NA,"CUBA:  SAN CRISTOBAL,CANDELARIA",22.7,-83,NA,6,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1880,3,28,NA,NA,NA,NA,NA,TURKEY:  HELEDDI,42,35.2,NA,5.5,9,NA,NA,NA,NA,60,60,NA,NA,NA,NA,60,NA
1880,6,22,NA,NA,NA,NA,NA,CHINA:  GANSU PROVINCE:   WENXIAN,33,104.6,NA,5.5,8,8,NA,9,NA,NA,NA,8,NA,9,NA,NA,NA
1880,7,18,4,40,NA,1117,NA,"PHILIPPINES:  S COAST LUZON:  PASIG RIVER,PAMPANGA",16,121.85,100,7.5,9,20,NA,50,NA,NA,NA,20,NA,50,NA,NA,NA
1880,7,22,NA,NA,0,NA,NA,TURKEY:  IZMIR,38.1,27.8,NA,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1880,7,29,2,40,0,NA,NA,TURKEY,38.6,27.1,NA,6.7,10,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1880,8,15,12,48,NA,1118,NA,CHILE:  ILLAPEL,-31.62,-71.18,NA,7.7,10,2,NA,NA,NA,600,NA,2,NA,NA,NA,600,NA
1880,9,8,NA,NA,NA,5511,NA,GISBORNE,-38.85,178.85,12,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1880,10,26,22,20,0,1120,NA,ALASKA:  SOUTHEASTERN,57,-136,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1881,2,18,NA,NA,NA,NA,NA,TAIWAN:  S of XINZHU,24.5,120.7,NA,5.5,7,11,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA
1881,4,3,11,30,NA,3458,NA,GREECE:  KHIOS,38.25,26.25,NA,7.3,11,7866,NA,NA,NA,NA,NA,7866,NA,NA,NA,NA,NA
1881,4,3,11,30,NA,3458,NA, TURKEY: CESME,38.25,26.25,NA,7.3,11,7866,NA,NA,NA,NA,NA,7866,NA,NA,NA,NA,NA
1881,7,20,NA,NA,NA,NA,NA,CHINA:  GANSU PROVINCE,33.6,104.6,NA,6.5,8,480,NA,NA,NA,4800,NA,480,NA,NA,NA,4800,NA
1881,9,25,NA,NA,NA,NA,NA,TAIWAN,25,121.5,NA,5.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1881,9,28,NA,NA,0,NA,NA,TURKEY,40.6,33.6,NA,6.1,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1881,10,25,NA,NA,NA,1125,NA,JAPAN:  HOKKAIDO ISLAND,43.3,147.3,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1881,12,31,NA,NA,NA,1128,NA,"INDIA:  ANDAMAN I,NICOBAR I",8.52,92.43,NA,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1882,7,17,7,51,0,NA,NA,BALKANS NW:  SLOVENIA:  LJUBLJANA: W,46,14.2,12,4.8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1882,9,7,7,50,0,1132,NA,PANAMA: SAN BLAS ARCHIPELAGO,10,-79,NA,8.3,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1882,10,10,NA,NA,NA,1135,NA,INDONESIA:  BANDANEIRA,-4.5,129.9,NA,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1882,12,2,NA,NA,NA,NA,NA,CHINA:  HEBEI PROVINCE,38.1,115.5,NA,5.8,8,11,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA
1882,12,9,NA,NA,NA,1129,NA,TAIWAN:  ZHANGHUA,23.8,120.5,NA,6.3,8,8,NA,3,NA,40,NA,8,NA,3,NA,40,NA
1883,3,9,0,0,NA,NA,NA,"COLOMBIA:  ANTIOQUIA, YARUMAL",7.4,-76.9,NA,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1883,5,3,NA,NA,NA,NA,NA,IRAN:  TABRIZ,38.1,46.3,NA,6.2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1883,6,23,NA,NA,NA,NA,NA,CHINA:  SHANXI PROVINCE,37.9,112.5,NA,5.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1883,10,15,13,30,NA,NA,NA,"TURKEY:  AYVALIK, IZMIR, CESME",38.3,26.2,NA,7.3,10,15000,NA,NA,NA,3600,NA,15000,NA,NA,NA,3600,NA
1883,10,16,21,NA,NA,NA,NA,"IRAN:  KANGAN,TAHERI (TAHIRI)",27.5,52.3,NA,5.8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1884,1,NA,NA,NA,NA,NA,NA,TAIWAN:  JIAYI,23.5,120.4,NA,5.3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1884,7,20,9,30,NA,3645,NA,"ERITREA:  MASSAWA, MUNCULLO",15.7,39.6,NA,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1884,8,10,19,7,NA,2359,NA,"NEW YORK: ROCKAWAY BEACH, NEAR NEW YORK CITY",40.6,-73.75,NA,5.5,7,3,NA,1,NA,NA,NA,3,NA,1,NA,NA,NA
1884,11,5,NA,NA,NA,1148,NA,"PANAMA:  AQUADAS [AGUADULCE], PACORA",7.5,-79,NA,7.5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1884,11,14,NA,NA,NA,NA,NA,CHINA:  YUNNAN PROVINCE,23,101.1,NA,6.5,8,17,NA,80,NA,NA,NA,17,NA,80,NA,NA,NA
1884,12,25,21,8,NA,NA,NA,"SPAIN:  ARENAS DEL REY, VEGA, ALHAMA, MALAGA",36.95,-3.983,NA,6.7,9,745,NA,1475,NA,4399,63616,745,NA,1475,NA,4399,6316
1885,1,14,NA,NA,NA,NA,NA,CHINA:  GANSU PROVINCE,34.5,105.7,NA,6,8,80,NA,NA,NA,1001,NA,80,NA,NA,NA,1001,NA
1885,4,30,NA,NA,NA,1153,NA,"INDONESIA:  BURU I, AMBON I, HARUKU I",-2.5,127.5,NA,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
1885,5,1,NA,NA,0,NA,NA,RUSSIA:  CAUCASUS,41.9,47.8,3,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1885,5,30,NA,NA,NA,NA,NA,INDIA:  KASHMIR:  SRINAGAR,34.5,74.68,NA,6.3,NA,3000,NA,NA,NA,NA,NA,3000,NA,NA,NA,NA,NA
1885,7,14,NA,NA,NA,NA,NA,BANGLADESH:,24.8,89.5,NA,6.9,7,75,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA
1885,7,29,NA,NA,NA,1154,NA,INDONESIA:  SUMATRA:  AJERBANGIS,0,99.5,NA,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1885,8,2,21,20,0,NA,NA,KYRGYZSTAN:  BELOVODSKOJE,42.7,74.1,15,6.9,10,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1885,8,4,9,43,NA,NA,NA,BRAZIL,3.4,-52.9,NA,6.9,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1885,8,4,9,43,NA,NA,NA, FRENCH GUIANA,3.4,-52.9,NA,6.9,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1885,8,4,9,43,NA,NA,NA, SURINAME,3.4,-52.9,NA,6.9,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1885,8,4,9,43,NA,NA,NA, GUYANA,3.4,-52.9,NA,6.9,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1885,12,3,20,0,NA,NA,NA,ALGERIA:  M'SILA,36.1,4.6,NA,5.9,9,33,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA
1885,12,22,NA,NA,NA,NA,NA,CHINA:   YUNNAN PROVINCE,25,104,NA,5,6,4,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
1886,8,27,21,32,NA,1164,NA,"GREECE:  TRIPHYLIE (PELEPONESE), PHILIATRA",37.1,21.5,NA,7.5,10,326,NA,796,NA,6000,NA,326,NA,796,NA,6000,NA
1886,9,1,2,51,0,2360,NA,SOUTH CAROLINA:  CHARLESTON,32.9,-80,NA,7.3,10,60,NA,NA,5,NA,NA,60,NA,NA,6,NA,NA
1887,5,3,9,NA,NA,1168,NA,MEXICO:  BAVISPE,30.8,-109.25,80,7.4,12,51,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA
1887,6,8,23,35,0,NA,NA,KAZAKHSTAN:  VERNENSK,43.1,76.8,20,7.3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1887,12,16,NA,NA,NA,NA,NA,CHINA:  YUNNAN PROVINCE,23.7,102.5,NA,6.8,9,2000,NA,3000,NA,NA,NA,2000,NA,3000,NA,NA,NA
1888,1,10,12,55,NA,NA,NA,TRINIDAD,10.3,-61.1,NA,7.5,8,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
1888,1,10,12,55,NA,NA,NA, GRENADA:  ST GEORGE'S,10.3,-61.1,NA,7.5,8,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
1888,3,11,NA,NA,NA,NA,NA,CHINA:  QINGHAI PROVINCE,36.5,102.2,NA,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1888,6,13,NA,NA,NA,3568,NA,CHINA:  BOHAI GULF,38.5,119,NA,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1888,8,31,16,10,0,NA,NA,NEW ZEALAND:  SOUTH ISLAND: AMURI DISTRICT,-34.5,172.7,NA,7.3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1888,9,22,10,NA,0,NA,NA,TURKEY,41.3,43.3,NA,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1889,5,25,18,23,NA,1178,NA,"PHILIPPINES:  MINDANAO,MINDORO",13.5,121,NA,6.8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1889,7,11,22,14,0,NA,NA,"KAZAKHSTAN:  CILIK, ALMA-ATA",43.2,78.7,NA,8.3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1889,7,28,14,45,NA,NA,NA,JAPAN:  KUMAMOTO,32.8,130.7,NA,6.3,NA,20,NA,74,NA,239,NA,20,NA,74,NA,239,NA
1889,9,6,12,NA,NA,1181,569,INDONESIA:  N. MOLUCCAS ISLANDS,1,126.25,70,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1889,10,25,21,29,0,NA,NA,GREECE:  LESBOS,39.2,26,NA,6.9,11,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1889,11,23,NA,NA,NA,1184,NA,"INDONESIA:  MADURA ISLAND, JAVA",-7,113.5,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1889,NA,NA,NA,NA,0,NA,NA,COTE D'IVOIRE:  BAIBU,6.8,-6.7,NA,4.7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1890,7,11,7,55,NA,3564,NA,"IRAN:  TASH, ASTRABAD (GORGAN), BASTAM, SHAKHRUD",36.6,54.6,10,7.2,10,171,NA,NA,NA,NA,NA,171,NA,NA,NA,NA,NA
1890,NA,NA,NA,NA,NA,NA,NA,CHINA:  SHANXI PROVINCE,36.9,112.9,NA,5.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1891,4,17,NA,NA,NA,NA,NA,CHINA:  SHANXI PROVINCE,37.1,111.9,NA,5.8,7,31,NA,NA,NA,NA,NA,31,NA,65,NA,NA,NA
1891,6,22,23,0,NA,1188,NA,NEW ZEALAND,-37.4,174.4,NA,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1891,10,5,NA,NA,NA,1190,NA,TIMOR SEA,-9,124,80,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1891,10,27,21,37,NA,NA,NA,JAPAN:  MINO-OWARI,35.5,137,NA,8.4,NA,7273,NA,NA,NA,142177,NA,7273,NA,NA,NA,142177,NA
1892,2,24,7,20,NA,NA,NA,MEXICO: BAJA CALIFORNIA,32.5,-115.667,NA,7,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1892,2,24,7,20,NA,NA,NA, USA: CALIFORNIA: SAN DIEGO,32.5,-115.667,NA,7,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1892,4,21,17,43,NA,NA,NA,CALIFORNIA:  WINTERS,38.5,-121.9,NA,6.2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1892,5,16,11,10,NA,1195,NA,GUAM,14,143.3,NA,7.5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1892,11,18,NA,NA,NA,1199,NA,INDONESIA: SERAM ISLAND,-3,127.75,70,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
